Time_IV(s),Voltage(V),Current(A),Time_Optical(s),OpticalSignal
8.140000,0.232697,0.256622,,
8.150000,0.233002,0.256927,,
8.160000,0.233307,0.257263,,
8.170000,0.233612,0.257629,,
8.180000,0.233917,0.257965,,
8.190000,0.234222,0.258240,,
8.200000,0.234528,0.258606,,
8.210000,0.234833,0.258942,,
8.220000,0.235138,0.259247,,
8.230000,0.235443,0.259644,,
8.240000,0.235748,0.259949,,
8.250000,0.236053,0.260315,,
8.260000,0.236206,0.260437,,
8.270000,0.236511,0.260773,,
8.280000,0.236816,0.261108,,
8.290000,0.237122,0.261444,,
8.300000,0.237427,0.261780,,
8.310000,0.237579,0.262115,,
8.320000,0.238037,0.262451,,
8.330000,0.238342,0.262817,,
8.340000,0.238647,0.263123,,
8.350000,0.238953,0.263489,,
8.360000,0.239258,0.263855,,
8.370000,0.239410,0.264099,,
8.380000,0.239868,0.264465,,
8.390000,0.240173,0.264801,,
8.400000,0.240326,0.265137,,
8.410000,0.240784,0.265503,,
8.420000,0.241089,0.265839,,
8.430000,0.241394,0.266144,,
8.440000,0.241699,0.266479,,
8.450000,0.242004,0.266815,,
8.460000,0.242310,0.267151,,
8.470000,0.242615,0.267487,,
8.480000,0.242767,0.267792,,
8.490000,0.243225,0.268127,,
8.500000,0.243530,0.268555,,
8.510000,0.243530,0.268646,,
8.520000,0.243988,0.268982,,
8.530000,0.244293,0.269348,,
8.540000,0.244598,0.269653,,
8.550000,0.244904,0.270020,,
8.560000,0.245209,0.270325,,
8.570000,0.245361,0.270660,,
8.580000,0.245819,0.270996,,
8.590000,0.246124,0.271362,,
8.600000,0.246429,0.271698,,
8.610000,0.246735,0.272034,,
8.620000,0.247040,0.272369,,
8.630000,0.247345,0.272705,,
8.640000,0.247498,0.273010,,
8.650000,0.247955,0.273376,,
8.660000,0.248108,0.273651,,
8.670000,0.248566,0.274078,,
8.680000,0.248718,0.274323,,
8.690000,0.249023,0.274719,,
8.700000,0.249329,0.275024,,
8.710000,0.249634,0.275360,,
8.720000,0.249939,0.275665,,
8.730000,0.250397,0.276062,,
8.740000,0.250702,0.276428,,
8.750000,0.250854,0.276733,,
8.760000,0.251160,0.276855,,
8.770000,0.251465,0.277252,,
8.780000,0.251617,0.277588,,
8.790000,0.251923,0.277832,,
8.800000,0.252228,0.278198,,
8.810000,0.252533,0.278564,,
8.820000,0.252991,0.278900,,
8.830000,0.253143,0.279236,,
8.840000,0.253448,0.279572,,
8.850000,0.253754,0.279907,,
8.860000,0.254211,0.280243,,
8.870000,0.254364,0.280579,,
8.880000,0.254669,0.280945,,
8.890000,0.254974,0.281250,,
8.900000,0.255280,0.281586,,
8.910000,0.255585,0.281921,,
8.920000,0.255890,0.282288,,
8.930000,0.256195,0.282593,,
8.940000,0.256500,0.282928,,
8.950000,0.256805,0.283264,,
8.960000,0.257111,0.283600,,
8.970000,0.257568,0.283966,,
8.980000,0.257721,0.284241,,
8.990000,0.258026,0.284576,,
9.000000,0.258484,0.285004,,
9.010000,0.258484,0.285095,,
9.020000,0.258789,0.285431,,
9.030000,0.259094,0.285767,,
9.040000,0.259399,0.286102,,
9.050000,0.259705,0.286407,,
9.060000,0.260010,0.286774,,
9.070000,0.260315,0.287170,,
9.080000,0.260620,0.287445,,
9.090000,0.260925,0.287811,,
9.100000,0.261230,0.288147,,
9.110000,0.261536,0.288452,,
9.120000,0.261841,0.288818,,
9.130000,0.262146,0.289124,,
9.140000,0.262451,0.289429,,
9.150000,0.262756,0.289825,,
9.160000,0.263062,0.290131,,
9.170000,0.263367,0.290466,,
9.180000,0.263672,0.290802,,
9.190000,0.263977,0.291138,,
9.200000,0.264282,0.291473,,
9.210000,0.264587,0.291840,,
9.220000,0.264893,0.292175,,
9.230000,0.265198,0.292511,,
9.240000,0.265503,0.292816,,
9.250000,0.265808,0.293182,,
9.260000,0.265961,0.293304,,
9.270000,0.266418,0.293793,,
9.280000,0.266724,0.294159,,
9.290000,0.267029,0.294495,,
9.300000,0.267334,0.294861,,
9.310000,0.267639,0.295166,,
9.320000,0.267944,0.295502,,
9.330000,0.268250,0.295837,,
9.340000,0.268555,0.296204,,
9.350000,0.268860,0.296509,,
9.360000,0.269165,0.296844,,
9.370000,0.269470,0.297211,,
9.380000,0.269623,0.297485,,
9.390000,0.270081,0.297852,,
9.400000,0.270386,0.298218,,
9.410000,0.270691,0.298523,,
9.420000,0.270996,0.298828,,
9.430000,0.271301,0.299194,,
9.440000,0.271606,0.299530,,
9.450000,0.271912,0.299866,,
9.460000,0.272217,0.300171,,
9.470000,0.272522,0.300537,,
9.480000,0.272827,0.300873,,
9.490000,0.273132,0.301208,,
9.500000,0.273438,0.301605,,
9.510000,0.273438,0.301697,,
9.520000,0.273895,0.302032,,
9.530000,0.274200,0.302368,,
9.540000,0.274353,0.302643,,
9.550000,0.274811,0.303009,,
9.560000,0.275116,0.303345,,
9.570000,0.275421,0.303680,,
9.580000,0.275726,0.304047,,
9.590000,0.275879,0.304382,,
9.600000,0.276337,0.304718,,
9.610000,0.276489,0.305023,,
9.620000,0.276794,0.305359,,
9.630000,0.277100,0.305695,,
9.640000,0.277405,0.306061,,
9.650000,0.277863,0.306396,,
9.660000,0.278168,0.306732,,
9.670000,0.278473,0.307068,,
9.680000,0.278778,0.307404,,
9.690000,0.279083,0.307739,,
9.700000,0.279388,0.308075,,
9.710000,0.279694,0.308411,,
9.720000,0.279846,0.308716,,
9.730000,0.280151,0.309052,,
9.740000,0.280609,0.309418,,
9.750000,0.280914,0.309814,,
9.760000,0.280914,0.309906,,
9.770000,0.281219,0.310242,,
9.780000,0.281525,0.310608,,
9.790000,0.281830,0.310883,,
9.800000,0.282135,0.311218,,
9.810000,0.282440,0.311615,,
9.820000,0.282745,0.311920,,
9.830000,0.283203,0.312256,,
9.840000,0.283356,0.312592,,
9.850000,0.283661,0.312927,,
9.860000,0.283966,0.313293,,
9.870000,0.284271,0.313599,,
9.880000,0.284576,0.313934,,
9.890000,0.284882,0.314270,,
9.900000,0.285339,0.314636,,
9.910000,0.285492,0.314911,,
9.920000,0.285797,0.315247,,
9.930000,0.286255,0.315613,,
9.940000,0.286407,0.315918,,
9.950000,0.286713,0.316284,,
9.960000,0.287018,0.316589,,
9.970000,0.287323,0.316956,,
9.980000,0.287628,0.317261,,
9.990000,0.287933,0.317627,,
10.000000,0.288239,0.317993,,
10.010000,0.288391,0.318115,,
10.020000,0.288696,0.318451,,
10.030000,0.289001,0.318817,,
10.040000,0.289307,0.319122,,
10.050000,0.289612,0.319427,,
10.060000,0.289917,0.319824,,
10.070000,0.290222,0.320160,,
10.080000,0.290527,0.320465,,
10.090000,0.290833,0.320831,,
10.100000,0.291138,0.321106,,
10.110000,0.291443,0.321442,,
10.120000,0.291748,0.321838,,
10.130000,0.292053,0.322144,,
10.140000,0.292358,0.322510,,
10.150000,0.292664,0.322845,,
10.160000,0.292969,0.323181,,
10.170000,0.293274,0.323486,,
10.180000,0.293579,0.323883,,
10.190000,0.293884,0.324188,,
10.200000,0.294189,0.324524,,
10.210000,0.294495,0.324860,,
10.220000,0.294800,0.325195,,
10.230000,0.295105,0.325531,,
,,,0.000000,200.000000
,,,0.010000,200.000000
,,,0.020000,202.000000
,,,0.030000,194.000000
,,,0.040000,226.000000
,,,0.050000,211.000000
,,,0.060000,209.000000
,,,0.070000,206.000000
,,,0.080000,215.000000
,,,0.090000,205.000000
,,,0.100000,216.000000
,,,0.110000,190.000000
,,,0.120000,191.000000
,,,0.130000,212.000000
,,,0.140000,188.000000
,,,0.150000,202.000000
,,,0.160000,179.000000
,,,0.170000,182.000000
,,,0.180000,197.000000
,,,0.190000,198.000000
,,,0.200000,198.000000
,,,0.210000,200.000000
,,,0.220000,211.000000
,,,0.230000,207.000000
,,,0.240000,201.000000
,,,0.250000,206.000000
,,,0.260000,207.000000
,,,0.270000,221.000000
,,,0.280000,216.000000
,,,0.290000,216.000000
,,,0.300000,226.000000
,,,0.310000,193.000000
,,,0.320000,185.000000
,,,0.330000,208.000000
,,,0.340000,197.000000
,,,0.350000,199.000000
,,,0.360000,205.000000
,,,0.370000,204.000000
,,,0.380000,192.000000
,,,0.390000,177.000000
,,,0.400000,215.000000
,,,0.410000,234.000000
,,,0.420000,199.000000
,,,0.430000,202.000000
,,,0.440000,213.000000
,,,0.450000,202.000000
,,,0.460000,182.000000
,,,0.470000,217.000000
,,,0.480000,185.000000
,,,0.490000,219.000000
,,,0.500000,195.000000
,,,0.510000,191.000000
,,,0.520000,202.000000
,,,0.530000,189.000000
,,,0.540000,190.000000
,,,0.550000,222.000000
,,,0.560000,193.000000
,,,0.570000,212.000000
,,,0.580000,209.000000
,,,0.590000,164.000000
,,,0.600000,199.000000
,,,0.610000,213.000000
,,,0.620000,195.000000
,,,0.630000,176.000000
,,,0.640000,178.000000
,,,0.650000,163.000000
,,,0.660000,186.000000
,,,0.670000,170.000000
,,,0.680000,195.000000
,,,0.690000,180.000000
,,,0.700000,210.000000
,,,0.710000,184.000000
,,,0.720000,202.000000
,,,0.730000,190.000000
,,,0.740000,196.000000
,,,0.750000,182.000000
,,,0.760000,190.000000
,,,0.770000,186.000000
,,,0.780000,169.000000
,,,0.790000,179.000000
,,,0.800000,207.000000
,,,0.810000,176.000000
,,,0.820000,191.000000
,,,0.830000,180.000000
,,,0.840000,178.000000
,,,0.850000,187.000000
,,,0.860000,200.000000
,,,0.870000,204.000000
,,,0.880000,163.000000
,,,0.890000,215.000000
,,,0.900000,196.000000
,,,0.910000,183.000000
,,,0.920000,164.000000
,,,0.930000,185.000000
,,,0.940000,193.000000
,,,0.950000,185.000000
,,,0.960000,204.000000
,,,0.970000,223.000000
,,,0.980000,213.000000
,,,0.990000,184.000000
,,,1.000000,167.000000
,,,1.010000,179.000000
,,,1.020000,206.000000
,,,1.030000,178.000000
,,,1.040000,203.000000
,,,1.050000,204.000000
,,,1.060000,199.000000
,,,1.070000,190.000000
,,,1.080000,201.000000
,,,1.090000,216.000000
,,,1.100000,218.000000
,,,1.110000,185.000000
,,,1.120000,167.000000
,,,1.130000,204.000000
,,,1.140000,206.000000
,,,1.150000,167.000000
,,,1.160000,172.000000
,,,1.170000,178.000000
,,,1.180000,202.000000
,,,1.190000,197.000000
,,,1.200000,197.000000
,,,1.210000,192.000000
,,,1.220000,201.000000
,,,1.230000,196.000000
,,,1.240000,182.000000
,,,1.250000,210.000000
,,,1.260000,180.000000
,,,1.270000,166.000000
,,,1.280000,202.000000
,,,1.290000,213.000000
,,,1.300000,203.000000
,,,1.310000,207.000000
,,,1.320000,191.000000
,,,1.330000,185.000000
,,,1.340000,178.000000
,,,1.350000,210.000000
,,,1.360000,177.000000
,,,1.370000,207.000000
,,,1.380000,176.000000
,,,1.390000,177.000000
,,,1.400000,182.000000
,,,1.410000,194.000000
,,,1.420000,195.000000
,,,1.430000,180.000000
,,,1.440000,191.000000
,,,1.450000,210.000000
,,,1.460000,196.000000
,,,1.470000,185.000000
,,,1.480000,171.000000
,,,1.490000,186.000000
,,,1.500000,187.000000
,,,1.510000,169.000000
,,,1.520000,182.000000
,,,1.530000,207.000000
,,,1.540000,182.000000
,,,1.550000,194.000000
,,,1.560000,204.000000
,,,1.570000,162.000000
,,,1.580000,203.000000
,,,1.590000,189.000000
,,,1.600000,175.000000
,,,1.610000,170.000000
,,,1.620000,171.000000
,,,1.630000,181.000000
,,,1.640000,162.000000
,,,1.650000,186.000000
,,,1.660000,180.000000
,,,1.670000,174.000000
,,,1.680000,185.000000
,,,1.690000,195.000000
,,,1.700000,182.000000
,,,1.710000,181.000000
,,,1.720000,189.000000
,,,1.730000,205.000000
,,,1.740000,149.000000
,,,1.750000,180.000000
,,,1.760000,199.000000
,,,1.770000,206.000000
,,,1.780000,176.000000
,,,1.790000,194.000000
,,,1.800000,165.000000
,,,1.810000,173.000000
,,,1.820000,168.000000
,,,1.830000,180.000000
,,,1.840000,167.000000
,,,1.850000,200.000000
,,,1.860000,157.000000
,,,1.870000,188.000000
,,,1.880000,181.000000
,,,1.890000,191.000000
,,,1.900000,177.000000
,,,1.910000,174.000000
,,,1.920000,164.000000
,,,1.930000,208.000000
,,,1.940000,191.000000
,,,1.950000,172.000000
,,,1.960000,186.000000
,,,1.970000,180.000000
,,,1.980000,162.000000
,,,1.990000,205.000000
,,,2.000000,189.000000
,,,2.010000,176.000000
,,,2.020000,188.000000
,,,2.030000,166.000000
,,,2.040000,169.000000
,,,2.050000,163.000000
,,,2.060000,168.000000
,,,2.070000,167.000000
,,,2.080000,180.000000
,,,2.090000,186.000000
,,,2.100000,191.000000
,,,2.110000,204.000000
,,,2.120000,166.000000
,,,2.130000,161.000000
,,,2.140000,167.000000
,,,2.150000,170.000000
,,,2.160000,183.000000
,,,2.170000,194.000000
,,,2.180000,185.000000
,,,2.190000,178.000000
,,,2.200000,159.000000
,,,2.210000,187.000000
,,,2.220000,192.000000
,,,2.230000,161.000000
,,,2.240000,187.000000
,,,2.250000,172.000000
,,,2.260000,184.000000
,,,2.270000,178.000000
,,,2.280000,164.000000
,,,2.290000,181.000000
,,,2.300000,199.000000
,,,2.310000,170.000000
,,,2.320000,160.000000
,,,2.330000,167.000000
,,,2.340000,171.000000
,,,2.350000,178.000000
,,,2.360000,186.000000
,,,2.370000,163.000000
,,,2.380000,177.000000
,,,2.390000,159.000000
,,,2.400000,173.000000
,,,2.410000,193.000000
,,,2.420000,200.000000
,,,2.430000,159.000000
,,,2.440000,178.000000
,,,2.450000,174.000000
,,,2.460000,161.000000
,,,2.470000,172.000000
,,,2.480000,195.000000
,,,2.490000,182.000000
,,,2.500000,171.000000
,,,2.510000,187.000000
,,,2.520000,176.000000
,,,2.530000,178.000000
,,,2.540000,177.000000
,,,2.550000,177.000000
,,,2.560000,180.000000
,,,2.570000,207.000000
,,,2.580000,178.000000
,,,2.590000,173.000000
,,,2.600000,154.000000
,,,2.610000,166.000000
,,,2.620000,182.000000
,,,2.630000,162.000000
,,,2.640000,169.000000
,,,2.650000,160.000000
,,,2.660000,182.000000
,,,2.670000,174.000000
,,,2.680000,177.000000
,,,2.690000,173.000000
,,,2.700000,185.000000
,,,2.710000,158.000000
,,,2.720000,170.000000
,,,2.730000,161.000000
,,,2.740000,161.000000
,,,2.750000,156.000000
,,,2.760000,153.000000
,,,2.770000,185.000000
,,,2.780000,166.000000
,,,2.790000,203.000000
,,,2.800000,180.000000
,,,2.810000,164.000000
,,,2.820000,169.000000
,,,2.830000,168.000000
,,,2.840000,188.000000
,,,2.850000,178.000000
,,,2.860000,137.000000
,,,2.870000,167.000000
,,,2.880000,151.000000
,,,2.890000,176.000000
,,,2.900000,193.000000
,,,2.910000,178.000000
,,,2.920000,183.000000
,,,2.930000,161.000000
,,,2.940000,175.000000
,,,2.950000,188.000000
,,,2.960000,160.000000
,,,2.970000,156.000000
,,,2.980000,162.000000
,,,2.990000,184.000000
,,,3.000000,182.000000
,,,3.010000,163.000000
,,,3.020000,184.000000
,,,3.030000,177.000000
,,,3.040000,183.000000
,,,3.050000,157.000000
,,,3.060000,156.000000
,,,3.070000,175.000000
,,,3.080000,177.000000
,,,3.090000,169.000000
,,,3.100000,147.000000
,,,3.110000,168.000000
,,,3.120000,171.000000
,,,3.130000,171.000000
,,,3.140000,193.000000
,,,3.150000,169.000000
,,,3.160000,207.000000
,,,3.170000,181.000000
,,,3.180000,178.000000
,,,3.190000,152.000000
,,,3.200000,187.000000
,,,3.210000,157.000000
,,,3.220000,184.000000
,,,3.230000,157.000000
,,,3.240000,169.000000
,,,3.250000,150.000000
,,,3.260000,163.000000
,,,3.270000,189.000000
,,,3.280000,169.000000
,,,3.290000,172.000000
,,,3.300000,180.000000
,,,3.310000,170.000000
,,,3.320000,158.000000
,,,3.330000,173.000000
,,,3.340000,175.000000
,,,3.350000,171.000000
,,,3.360000,150.000000
,,,3.370000,175.000000
,,,3.380000,169.000000
,,,3.390000,186.000000
,,,3.400000,172.000000
,,,3.410000,150.000000
,,,3.420000,183.000000
,,,3.430000,180.000000
,,,3.440000,155.000000
,,,3.450000,174.000000
,,,3.460000,156.000000
,,,3.470000,181.000000
,,,3.480000,172.000000
,,,3.490000,163.000000
,,,3.500000,151.000000
,,,3.510000,173.000000
,,,3.520000,163.000000
,,,3.530000,145.000000
,,,3.540000,147.000000
,,,3.550000,164.000000
,,,3.560000,174.000000
,,,3.570000,180.000000
,,,3.580000,169.000000
,,,3.590000,156.000000
,,,3.600000,177.000000
,,,3.610000,163.000000
,,,3.620000,181.000000
,,,3.630000,185.000000
,,,3.640000,158.000000
,,,3.650000,174.000000
,,,3.660000,158.000000
,,,3.670000,160.000000
,,,3.680000,152.000000
,,,3.690000,204.000000
,,,3.700000,191.000000
,,,3.710000,185.000000
,,,3.720000,169.000000
,,,3.730000,180.000000
,,,3.740000,182.000000
,,,3.750000,163.000000
,,,3.760000,167.000000
,,,3.770000,178.000000
,,,3.780000,166.000000
,,,3.790000,179.000000
,,,3.800000,173.000000
,,,3.810000,166.000000
,,,3.820000,162.000000
,,,3.830000,173.000000
,,,3.840000,154.000000
,,,3.850000,159.000000
,,,3.860000,165.000000
,,,3.870000,152.000000
,,,3.880000,177.000000
,,,3.890000,155.000000
,,,3.900000,168.000000
,,,3.910000,155.000000
,,,3.920000,132.000000
,,,3.930000,162.000000
,,,3.940000,169.000000
,,,3.950000,158.000000
,,,3.960000,181.000000
,,,3.970000,158.000000
,,,3.980000,183.000000
,,,3.990000,200.000000
,,,4.000000,158.000000
,,,4.010000,164.000000
,,,4.020000,159.000000
,,,4.030000,176.000000
,,,4.040000,156.000000
,,,4.050000,149.000000
,,,4.060000,160.000000
,,,4.070000,160.000000
,,,4.080000,175.000000
,,,4.090000,180.000000
,,,4.100000,157.000000
,,,4.110000,173.000000
,,,4.120000,166.000000
,,,4.130000,164.000000
,,,4.140000,177.000000
,,,4.150000,168.000000
,,,4.160000,142.000000
,,,4.170000,159.000000
,,,4.180000,177.000000
,,,4.190000,177.000000
,,,4.200000,177.000000
,,,4.210000,169.000000
,,,4.220000,163.000000
,,,4.230000,167.000000
,,,4.240000,172.000000
,,,4.250000,160.000000
,,,4.260000,154.000000
,,,4.270000,169.000000
,,,4.280000,176.000000
,,,4.290000,160.000000
,,,4.300000,181.000000
,,,4.310000,184.000000
,,,4.320000,192.000000
,,,4.330000,163.000000
,,,4.340000,173.000000
,,,4.350000,156.000000
,,,4.360000,140.000000
,,,4.370000,179.000000
,,,4.380000,183.000000
,,,4.390000,147.000000
,,,4.400000,191.000000
,,,4.410000,171.000000
,,,4.420000,183.000000
,,,4.430000,183.000000
,,,4.440000,163.000000
,,,4.450000,157.000000
,,,4.460000,160.000000
,,,4.470000,154.000000
,,,4.480000,150.000000
,,,4.490000,172.000000
,,,4.500000,162.000000
,,,4.510000,176.000000
,,,4.520000,174.000000
,,,4.530000,179.000000
,,,4.540000,159.000000
,,,4.550000,157.000000
,,,4.560000,164.000000
,,,4.570000,160.000000
,,,4.580000,174.000000
,,,4.590000,168.000000
,,,4.600000,163.000000
,,,4.610000,176.000000
,,,4.620000,125.000000
,,,4.630000,171.000000
,,,4.640000,180.000000
,,,4.650000,159.000000
,,,4.660000,194.000000
,,,4.670000,150.000000
,,,4.680000,133.000000
,,,4.690000,188.000000
,,,4.700000,175.000000
,,,4.710000,165.000000
,,,4.720000,167.000000
,,,4.730000,172.000000
,,,4.740000,160.000000
,,,4.750000,153.000000
,,,4.760000,157.000000
,,,4.770000,178.000000
,,,4.780000,179.000000
,,,4.790000,152.000000
,,,4.800000,161.000000
,,,4.810000,167.000000
,,,4.820000,166.000000
,,,4.830000,161.000000
,,,4.840000,155.000000
,,,4.850000,179.000000
,,,4.860000,152.000000
,,,4.870000,152.000000
,,,4.880000,152.000000
,,,4.890000,171.000000
,,,4.900000,161.000000
,,,4.910000,181.000000
,,,4.920000,178.000000
,,,4.930000,148.000000
,,,4.940000,174.000000
,,,4.950000,172.000000
,,,4.960000,158.000000
,,,4.970000,173.000000
,,,4.980000,175.000000
,,,4.990000,159.000000
,,,5.000000,159.000000
,,,5.010000,155.000000
,,,5.020000,167.000000
,,,5.030000,145.000000
,,,5.040000,158.000000
,,,5.050000,146.000000
,,,5.060000,172.000000
,,,5.070000,155.000000
,,,5.080000,180.000000
,,,5.090000,159.000000
,,,5.100000,166.000000
,,,5.110000,157.000000
,,,5.120000,160.000000
,,,5.130000,158.000000
,,,5.140000,185.000000
,,,5.150000,161.000000
,,,5.160000,152.000000
,,,5.170000,163.000000
,,,5.180000,189.000000
,,,5.190000,172.000000
,,,5.200000,144.000000
,,,5.210000,160.000000
,,,5.220000,154.000000
,,,5.230000,152.000000
,,,5.240000,148.000000
,,,5.250000,181.000000
,,,5.260000,155.000000
,,,5.270000,150.000000
,,,5.280000,159.000000
,,,5.290000,144.000000
,,,5.300000,150.000000
,,,5.310000,180.000000
,,,5.320000,151.000000
,,,5.330000,181.000000
,,,5.340000,162.000000
,,,5.350000,149.000000
,,,5.360000,177.000000
,,,5.370000,147.000000
,,,5.380000,189.000000
,,,5.390000,135.000000
,,,5.400000,165.000000
,,,5.410000,148.000000
,,,5.420000,157.000000
,,,5.430000,154.000000
,,,5.440000,164.000000
,,,5.450000,167.000000
,,,5.460000,180.000000
,,,5.470000,154.000000
,,,5.480000,152.000000
,,,5.490000,168.000000
,,,5.500000,183.000000
,,,5.510000,157.000000
,,,5.520000,155.000000
,,,5.530000,169.000000
,,,5.540000,187.000000
,,,5.550000,167.000000
,,,5.560000,170.000000
,,,5.570000,168.000000
,,,5.580000,159.000000
,,,5.590000,151.000000
,,,5.600000,159.000000
,,,5.610000,167.000000
,,,5.620000,167.000000
,,,5.630000,173.000000
,,,5.640000,158.000000
,,,5.650000,151.000000
,,,5.660000,148.000000
,,,5.670000,144.000000
,,,5.680000,155.000000
,,,5.690000,153.000000
,,,5.700000,164.000000
,,,5.710000,157.000000
,,,5.720000,144.000000
,,,5.730000,186.000000
,,,5.740000,165.000000
,,,5.750000,167.000000
,,,5.760000,164.000000
,,,5.770000,151.000000
,,,5.780000,142.000000
,,,5.790000,167.000000
,,,5.800000,154.000000
,,,5.810000,169.000000
,,,5.820000,167.000000
,,,5.830000,162.000000
,,,5.840000,150.000000
,,,5.850000,153.000000
,,,5.860000,159.000000
,,,5.870000,162.000000
,,,5.880000,165.000000
,,,5.890000,156.000000
,,,5.900000,141.000000
,,,5.910000,146.000000
,,,5.920000,149.000000
,,,5.930000,154.000000
,,,5.940000,164.000000
,,,5.950000,159.000000
,,,5.960000,171.000000
,,,5.970000,166.000000
,,,5.980000,134.000000
,,,5.990000,170.000000
,,,6.000000,148.000000
,,,6.010000,155.000000
,,,6.020000,156.000000
,,,6.030000,157.000000
,,,6.040000,170.000000
,,,6.050000,175.000000
,,,6.060000,166.000000
,,,6.070000,165.000000
,,,6.080000,172.000000
,,,6.090000,165.000000
,,,6.100000,140.000000
,,,6.110000,156.000000
,,,6.120000,170.000000
,,,6.130000,154.000000
,,,6.140000,139.000000
,,,6.150000,179.000000
,,,6.160000,143.000000
,,,6.170000,174.000000
,,,6.180000,150.000000
,,,6.190000,173.000000
,,,6.200000,163.000000
,,,6.210000,147.000000
,,,6.220000,163.000000
,,,6.230000,164.000000
,,,6.240000,135.000000
,,,6.250000,162.000000
,,,6.260000,158.000000
,,,6.270000,156.000000
,,,6.280000,159.000000
,,,6.290000,154.000000
,,,6.300000,149.000000
,,,6.310000,141.000000
,,,6.320000,159.000000
,,,6.330000,150.000000
,,,6.340000,143.000000
,,,6.350000,146.000000
,,,6.360000,174.000000
,,,6.370000,151.000000
,,,6.380000,142.000000
,,,6.390000,184.000000
,,,6.400000,151.000000
,,,6.410000,160.000000
,,,6.420000,174.000000
,,,6.430000,182.000000
,,,6.440000,153.000000
,,,6.450000,158.000000
,,,6.460000,169.000000
,,,6.470000,169.000000
,,,6.480000,148.000000
,,,6.490000,161.000000
,,,6.500000,138.000000
,,,6.510000,170.000000
,,,6.520000,143.000000
,,,6.530000,161.000000
,,,6.540000,128.000000
,,,6.550000,148.000000
,,,6.560000,154.000000
,,,6.570000,179.000000
,,,6.580000,176.000000
